2020-04-28, 00:00:03, 166.75, 54.25, 24.0, 9999.0, 9999.0, 9999.0, 14.0, 21.0, 9999.0, 9999.0, 9999.0, 121.0, 116.0, 130.25, 11.25, 162.75
2020-04-28, 00:00:06, 166.75, 54.25, 24.0, 9999.0, 9999.0, 9999.0, 14.0, 21.0, 9999.0, 9999.0, 9999.0, 121.0, 116.0, 130.25, 11.25, 162.75
2020-04-28, 00:00:11, 167.0, 54.25, 24.0, 9999.0, 9999.0, 9999.0, 14.0, 21.0, 9999.0, 9999.0, 9999.0, 121.0, 116.0, 130.0, 11.25, 162.75
2020-04-28, 00:00:14, 166.75, 54.0, 24.0, 9999.0, 9999.0, 9999.0, 14.0, 21.0, 9999.0, 9999.0, 9999.0, 121.0, 116.0, 130.25, 11.25, 162.75
2020-04-28, 00:00:19, 166.75, 54.0, 24.0, 9999.0, 9999.0, 9999.0, 13.75, 21.0, 9999.0, 9999.0, 9999.0, 120.75, 115.75, 130.0, 11.25, 162.75
2020-04-28, 00:00:22, 166.75, 54.0, 24.0, 9999.0, 9999.0, 9999.0, 14.0, 21.0, 9999.0, 9999.0, 9999.0, 121.75, 116.0, 130.0, 11.25, 162.75
2020-04-28, 00:00:27, 166.75, 54.25, 24.0, 9999.0, 9999.0, 9999.0, 13.75, 21.0, 9999.0, 9999.0, 9999.0, 121.75, 115.75, 130.0, 11.25, 162.75
2020-04-28, 00:00:30, 166.75, 54.0, 24.0, 9999.0, 9999.0, 9999.0, 13.75, 21.0, 9999.0, 9999.0, 9999.0, 121.5, 116.0, 130.0, 11.25, 162.75
2020-04-28, 00:00:35, 166.75, 54.0, 24.0, 9999.0, 9999.0, 9999.0, 14.5, 21.0, 9999.0, 9999.0, 9999.0, 121.5, 115.75, 130.0, 11.25, 162.75
2020-04-28, 00:00:38, 167.0, 54.0, 24.0, 9999.0, 9999.0, 9999.0, 14.5, 21.0, 9999.0, 9999.0, 9999.0, 121.5, 115.75, 130.25, 11.25, 162.75
2020-04-28, 00:00:43, 167.0, 54.0, 24.0, 9999.0, 9999.0, 9999.0, 14.5, 21.0, 9999.0, 9999.0, 9999.0, 121.5, 115.75, 130.0, 11.25, 162.75
2020-04-28, 00:00:46, 166.75, 54.0, 24.0, 9999.0, 9999.0, 9999.0, 14.5, 21.0, 9999.0, 9999.0, 9999.0, 121.5, 115.75, 130.0, 11.25, 162.75
2020-04-28, 00:00:51, 166.75, 54.0, 24.0, 9999.0, 9999.0, 9999.0, 14.25, 21.0, 9999.0, 9999.0, 9999.0, 121.25, 115.75, 130.0, 11.25, 162.75
2020-04-28, 00:00:54, 166.75, 54.0, 24.0, 9999.0, 9999.0, 9999.0, 14.25, 21.0, 9999.0, 9999.0, 9999.0, 121.25, 116.0, 130.0, 11.25, 162.75
2020-04-28, 00:00:59, 166.75, 54.25, 24.25, 9999.0, 9999.0, 9999.0, 14.25, 21.0, 9999.0, 9999.0, 9999.0, 121.5, 116.0, 130.25, 11.25, 162.75
2020-04-28, 00:01:02, 166.75, 54.25, 24.0, 9999.0, 9999.0, 9999.0, 14.25, 21.0, 9999.0, 9999.0, 9999.0, 121.25, 116.0, 130.25, 11.25, 162.75
2020-04-28, 00:01:07, 166.75, 54.0, 24.0, 9999.0, 9999.0, 9999.0, 14.25, 21.0, 9999.0, 9999.0, 9999.0, 121.25, 116.0, 130.25, 11.25, 162.75
2020-04-28, 00:01:10, 166.75, 54.0, 24.0, 9999.0, 9999.0, 9999.0, 14.25, 21.25, 9999.0, 9999.0, 9999.0, 121.25, 116.0, 130.0, 11.25, 162.75
2020-04-28, 00:01:15, 166.75, 54.0, 24.0, 9999.0, 9999.0, 9999.0, 14.25, 21.0, 9999.0, 9999.0, 9999.0, 121.25, 116.0, 130.25, 11.25, 162.75
2020-04-28, 00:01:18, 166.75, 54.25, 24.0, 9999.0, 9999.0, 9999.0, 14.25, 21.25, 9999.0, 9999.0, 9999.0, 121.25, 116.0, 130.25, 11.25, 162.75
2020-04-28, 00:01:24, 166.75, 54.25, 24.0, 9999.0, 9999.0, 9999.0, 14.0, 21.0, 9999.0, 9999.0, 9999.0, 121.0, 116.0, 130.0, 11.25, 162.75
