2023-01-16, 00:00:00, 8.7e-13, 8.07e-11
2023-01-16, 00:00:05, 9.08e-13, 7.96e-11
2023-01-16, 00:00:09, 8.34e-13, 7.96e-11
2023-01-16, 00:00:13, 8.15e-13, 7.97e-11
2023-01-16, 00:00:17, 8.5e-13, 7.93e-11
2023-01-16, 00:00:21, 8.27e-13, 7.97e-11
2023-01-16, 00:00:26, 8.11e-13, 7.9e-11
2023-01-16, 00:00:30, 8.75e-13, 7.9e-11
2023-01-16, 00:00:34, 6.9e-13, 7.91e-11
2023-01-16, 00:00:38, 9.17e-13, 7.96e-11
2023-01-16, 00:00:43, 7.84e-13, 7.9e-11
2023-01-16, 00:00:47, 8.77e-13, 7.83e-11
2023-01-16, 00:00:51, 9.26e-13, 7.87e-11
2023-01-16, 00:00:55, 8.12e-13, 7.89e-11
2023-01-16, 00:00:59, 8.45e-13, 7.95e-11
2023-01-16, 00:01:04, 8.68e-13, 7.93e-11
2023-01-16, 00:01:08, 8.82e-13, 7.98e-11
2023-01-16, 00:01:12, 8.53e-13, 7.87e-11
2023-01-16, 00:01:16, 8.61e-13, 7.99e-11
2023-01-16, 00:01:21, 8.46e-13, 7.94e-11
2023-01-16, 00:01:25, 8.08e-13, 7.9e-11
2023-01-16, 00:01:29, 8.33e-13, 8.02e-11
2023-01-16, 00:01:33, 7.97e-13, 7.95e-11
2023-01-16, 00:01:37, 8.51e-13, 7.97e-11
2023-01-16, 00:01:42, 8.51e-13, 8.06e-11
2023-01-16, 00:01:46, 8.31e-13, 8.05e-11
2023-01-16, 00:01:50, 7.98e-13, 8.12e-11
2023-01-16, 00:01:54, 8.95e-13, 7.99e-11
2023-01-16, 00:01:59, 8.8e-13, 7.9e-11
2023-01-16, 00:02:03, 8.34e-13, 8.01e-11
2023-01-16, 00:02:07, 9.79e-13, 7.99e-11
2023-01-16, 00:02:11, 8.53e-13, 8.07e-11
2023-01-16, 00:02:15, 8.61e-13, 7.99e-11
2023-01-16, 00:02:20, 8.45e-13, 8.04e-11
2023-01-16, 00:02:24, 7.02e-13, 8e-11
2023-01-16, 00:02:28, 8.44e-13, 7.95e-11
2023-01-16, 00:02:32, 7.94e-13, 7.96e-11
2023-01-16, 00:02:37, 8.43e-13, 8.1e-11
2023-01-16, 00:02:41, 7.64e-13, 8.1e-11
2023-01-16, 00:02:45, 8.22e-13, 7.98e-11
2023-01-16, 00:02:49, 8.89e-13, 8.12e-11
2023-01-16, 00:02:53, 8.1e-13, 7.96e-11
2023-01-16, 00:02:58, 8.35e-13, 8.09e-11
2023-01-16, 00:03:02, 8.55e-13, 8.04e-11
2023-01-16, 00:03:06, 8.49e-13, 7.97e-11
2023-01-16, 00:03:10, 8.5e-13, 8e-11
2023-01-16, 00:03:15, 7.65e-13, 7.97e-11
2023-01-16, 00:03:19, 1.03e-12, 7.96e-11
2023-01-16, 00:03:23, 8.23e-13, 8.04e-11
2023-01-16, 00:03:27, 9.18e-13, 8.06e-11
2023-01-16, 00:03:31, 7.92e-13, 7.98e-11
2023-01-16, 00:03:36, 8.52e-13, 8.1e-11
2023-01-16, 00:03:40, 7.73e-13, 8.06e-11
2023-01-16, 00:03:44, 8.95e-13, 8.02e-11
2023-01-16, 00:03:48, 8.75e-13, 8.04e-11
2023-01-16, 00:03:53, 8.71e-13, 7.86e-11
2023-01-16, 00:03:57, 8.97e-13, 7.71e-11
2023-01-16, 00:04:01, 8.58e-13, 7.57e-11
2023-01-16, 00:04:05, 8.24e-13, 7.35e-11
2023-01-16, 00:04:09, 7.73e-13, 7.92e-11
2023-01-16, 00:04:14, 9.06e-13, 7.87e-11
2023-01-16, 00:04:18, 7.32e-13, 7.78e-11
2023-01-16, 00:04:22, 7.96e-13, 7.68e-11
2023-01-16, 00:04:26, 7.69e-13, 7.65e-11
2023-01-16, 00:04:31, 8.15e-13, 7.93e-11
2023-01-16, 00:04:35, 8.54e-13, 8.36e-11
2023-01-16, 00:04:39, 8.65e-13, 7.83e-11
2023-01-16, 00:04:43, 8.24e-13, 7.6e-11
2023-01-16, 00:04:47, 9.26e-13, 8.3e-11
2023-01-16, 00:04:52, 8.84e-13, 8.26e-11
2023-01-16, 00:04:56, 8.19e-13, 7.65e-11
2023-01-16, 00:05:00, 9.71e-13, 8.53e-11
2023-01-16, 00:05:04, 7.72e-13, 7.68e-11
2023-01-16, 00:05:09, 8.01e-13, 7.65e-11
2023-01-16, 00:05:13, 8.34e-13, 8.37e-11
2023-01-16, 00:05:17, 7.78e-13, 8.38e-11
2023-01-16, 00:05:21, 8.88e-13, 7.79e-11
2023-01-16, 00:05:25, 8.35e-13, 8.09e-11
2023-01-16, 00:05:30, 7.97e-13, 7.6e-11
2023-01-16, 00:05:34, 8.11e-13, 7.73e-11
2023-01-16, 00:05:38, 8.78e-13, 7.68e-11
2023-01-16, 00:05:42, 7.53e-13, 8.33e-11
2023-01-16, 00:05:46, 9.6e-13, 7.62e-11
2023-01-16, 00:05:51, 7.47e-13, 7.64e-11
2023-01-16, 00:05:55, 8.36e-13, 7.76e-11
2023-01-16, 00:05:59, 8.04e-13, 7.62e-11
2023-01-16, 00:06:03, 8.29e-13, 8.37e-11
2023-01-16, 00:06:08, 8.27e-13, 7.91e-11
2023-01-16, 00:06:12, 8.83e-13, 7.66e-11
2023-01-16, 00:06:16, 8.93e-13, 7.99e-11
2023-01-16, 00:06:20, 8.53e-13, 7.58e-11
2023-01-16, 00:06:24, 8.02e-13, 8.04e-11
2023-01-16, 00:06:29, 8.63e-13, 7.9e-11
2023-01-16, 00:06:33, 7.34e-13, 8.37e-11
2023-01-16, 00:06:37, 8.16e-13, 7.85e-11
2023-01-16, 00:06:41, 7.92e-13, 7.77e-11
2023-01-16, 00:06:46, 8.11e-13, 7.74e-11
2023-01-16, 00:06:50, 8.27e-13, 7.68e-11
2023-01-16, 00:06:54, 8.24e-13, 8.42e-11
2023-01-16, 00:06:58, 8.78e-13, 8.37e-11
2023-01-16, 00:07:02, 8.36e-13, 7.86e-11
2023-01-16, 00:07:07, 8.12e-13, 7.74e-11
2023-01-16, 00:07:11, 8.72e-13, 7.81e-11
2023-01-16, 00:07:15, 8.55e-13, 8.01e-11
2023-01-16, 00:07:19, 8.71e-13, 7.8e-11
2023-01-16, 00:07:24, 8.1e-13, 7.66e-11
2023-01-16, 00:07:28, 7.65e-13, 8.53e-11
2023-01-16, 00:07:32, 8.32e-13, 7.6e-11
2023-01-16, 00:07:36, 9.15e-13, 8.31e-11
2023-01-16, 00:07:40, 8.35e-13, 7.8e-11
2023-01-16, 00:07:45, 8.25e-13, 7.6e-11
2023-01-16, 00:07:49, 8.56e-13, 7.53e-11
2023-01-16, 00:07:53, 8.18e-13, 7.8e-11
2023-01-16, 00:07:57, 8.71e-13, 7.77e-11
2023-01-16, 00:08:02, 7.91e-13, 7.6e-11
2023-01-16, 00:08:06, 8.69e-13, 7.88e-11
2023-01-16, 00:08:10, 8.14e-13, 7.66e-11
2023-01-16, 00:08:14, 8.58e-13, 7.72e-11
2023-01-16, 00:08:18, 9.47e-13, 8.21e-11
2023-01-16, 00:08:23, 8.17e-13, 7.57e-11
2023-01-16, 00:08:27, 8.92e-13, 7.69e-11
2023-01-16, 00:08:31, 7.89e-13, 8.25e-11
2023-01-16, 00:08:35, 8.6e-13, 7.96e-11
2023-01-16, 00:08:40, 8.1e-13, 7.64e-11
2023-01-16, 00:08:44, 8.65e-13, 8.28e-11
2023-01-16, 00:08:48, 8.29e-13, 7.67e-11
2023-01-16, 00:08:52, 7.45e-13, 7.73e-11
2023-01-16, 00:08:56, 8.34e-13, 8.49e-11
2023-01-16, 00:09:01, 8.34e-13, 8.52e-11
2023-01-16, 00:09:05, 8.13e-13, 7.52e-11
2023-01-16, 00:09:09, 8.27e-13, 7.68e-11
2023-01-16, 00:09:13, 8.56e-13, 7.87e-11
2023-01-16, 00:09:18, 8.04e-13, 7.75e-11
2023-01-16, 00:09:22, 8.81e-13, 8.39e-11
2023-01-16, 00:09:26, 8.06e-13, 8.33e-11
2023-01-16, 00:09:30, 7.98e-13, 8.24e-11
2023-01-16, 00:09:34, 9.06e-13, 7.53e-11
2023-01-16, 00:09:39, 8.72e-13, 7.66e-11
2023-01-16, 00:09:43, 8.11e-13, 7.66e-11
2023-01-16, 00:09:47, 9.12e-13, 7.86e-11
2023-01-16, 00:09:51, 8.51e-13, 8.35e-11
2023-01-16, 00:09:56, 8.08e-13, 7.74e-11
2023-01-16, 00:10:00, 8.49e-13, 7.6e-11
2023-01-16, 00:10:04, 8.55e-13, 7.72e-11
2023-01-16, 00:10:08, 9.42e-13, 8.24e-11
2023-01-16, 00:10:12, 8.61e-13, 7.69e-11
2023-01-16, 00:10:17, 7.97e-13, 8.35e-11
2023-01-16, 00:10:21, 8.35e-13, 8.32e-11
2023-01-16, 00:10:25, 8.48e-13, 7.52e-11
2023-01-16, 00:10:29, 8.9e-13, 7.61e-11
2023-01-16, 00:10:34, 7.93e-13, 7.84e-11
2023-01-16, 00:10:38, 8.62e-13, 8.41e-11
2023-01-16, 00:10:42, 8.5e-13, 7.6e-11
2023-01-16, 00:10:46, 8.32e-13, 8.24e-11
2023-01-16, 00:10:50, 8.05e-13, 7.78e-11
2023-01-16, 00:10:55, 8.19e-13, 7.6e-11
2023-01-16, 00:10:59, 8.92e-13, 7.63e-11
2023-01-16, 00:11:03, 8.59e-13, 7.69e-11
2023-01-16, 00:11:07, 9.23e-13, 7.48e-11
2023-01-16, 00:11:11, 8.67e-13, 7.27e-11
2023-01-16, 00:11:16, 8.66e-13, 7.48e-11
2023-01-16, 00:11:20, 8.18e-13, 7.42e-11
2023-01-16, 00:11:24, 8.38e-13, 8.12e-11
2023-01-16, 00:11:28, 9.01e-13, 8.46e-11
2023-01-16, 00:11:33, 8.1e-13, 7.83e-11
2023-01-16, 00:11:37, 8.46e-13, 7.58e-11
2023-01-16, 00:11:41, 9.01e-13, 7.49e-11
2023-01-16, 00:11:45, 8.33e-13, 7.73e-11
2023-01-16, 00:11:49, 8.46e-13, 7.78e-11
2023-01-16, 00:11:54, 8.71e-13, 7.65e-11
2023-01-16, 00:11:58, 8.35e-13, 8.15e-11
2023-01-16, 00:12:02, 8.54e-13, 7.68e-11
2023-01-16, 00:12:06, 8.2e-13, 7.69e-11
2023-01-16, 00:12:11, 8.5e-13, 8.33e-11
2023-01-16, 00:12:15, 7.94e-13, 7.42e-11
2023-01-16, 00:12:19, 8.23e-13, 7.72e-11
2023-01-16, 00:12:23, 8.52e-13, 7.61e-11
2023-01-16, 00:12:27, 7.79e-13, 7.84e-11
2023-01-16, 00:12:32, 9.04e-13, 7.64e-11
2023-01-16, 00:12:36, 8.47e-13, 7.67e-11
2023-01-16, 00:12:40, 8.94e-13, 7.83e-11
2023-01-16, 00:12:44, 8.75e-13, 8.41e-11
2023-01-16, 00:12:49, 8.2e-13, 7.8e-11
2023-01-16, 00:12:53, 8.96e-13, 7.94e-11
2023-01-16, 00:12:57, 8.03e-13, 7.6e-11
2023-01-16, 00:13:01, 8.89e-13, 7.71e-11
2023-01-16, 00:13:05, 7.85e-13, 7.69e-11
2023-01-16, 00:13:10, 8.19e-13, 7.74e-11
2023-01-16, 00:13:14, 8.87e-13, 8.17e-11
2023-01-16, 00:13:18, 8.89e-13, 7.74e-11
2023-01-16, 00:13:22, 8.42e-13, 7.62e-11
2023-01-16, 00:13:27, 9.75e-13, 7.49e-11
2023-01-16, 00:13:31, 8.55e-13, 7.49e-11
2023-01-16, 00:13:35, 8.4e-13, 8.13e-11
