2018-08-18 00:00:00, 177.25, 51.5, 24.5, 9999.0, 9999.0, 9999.0, 11.5, 19.75, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0
2018-08-18 00:00:03, 177.25, 51.5, 24.5, 9999.0, 9999.0, 9999.0, 11.5, 19.75, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0
2018-08-18 00:00:08, 177.25, 51.5, 24.5, 9999.0, 9999.0, 9999.0, 11.5, 19.75, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0
2018-08-18 00:00:11, 177.25, 51.5, 24.5, 9999.0, 9999.0, 9999.0, 11.5, 19.75, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0
2018-08-18 00:00:16, 177.25, 51.5, 24.5, 9999.0, 9999.0, 9999.0, 11.25, 19.75, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0
2018-08-18 00:00:19, 177.0, 51.5, 24.5, 9999.0, 9999.0, 9999.0, 11.25, 19.75, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0
2018-08-18 00:00:24, 177.0, 51.25, 24.5, 9999.0, 9999.0, 9999.0, 12.25, 19.75, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0
2018-08-18 00:00:27, 177.0, 51.25, 24.5, 9999.0, 9999.0, 9999.0, 12.0, 19.75, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0
2018-08-18 00:00:32, 176.75, 51.5, 24.25, 9999.0, 9999.0, 9999.0, 12.0, 19.75, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0
2018-08-18 00:00:35, 176.75, 51.5, 24.25, 9999.0, 9999.0, 9999.0, 12.0, 19.75, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0
2018-08-18 00:00:40, 177.0, 51.75, 24.25, 9999.0, 9999.0, 9999.0, 12.0, 19.75, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0
2018-08-18 00:00:43, 177.0, 51.5, 24.25, 9999.0, 9999.0, 9999.0, 12.0, 19.75, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0
2018-08-18 00:00:48, 176.75, 51.5, 24.25, 9999.0, 9999.0, 9999.0, 11.75, 19.75, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0
2018-08-18 00:00:51, 176.75, 51.5, 24.25, 9999.0, 9999.0, 9999.0, 11.75, 19.75, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0
2018-08-18 00:00:56, 176.75, 51.5, 24.25, 9999.0, 9999.0, 9999.0, 11.75, 19.75, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0
2018-08-18 00:00:59, 176.5, 51.5, 24.25, 9999.0, 9999.0, 9999.0, 11.75, 19.75, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0
2018-08-18 00:01:04, 176.75, 51.5, 24.25, 9999.0, 9999.0, 9999.0, 11.75, 20.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0
2018-08-18 00:01:07, 176.75, 51.5, 24.25, 9999.0, 9999.0, 9999.0, 11.75, 20.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0
2018-08-18 00:01:12, 176.75, 51.5, 24.25, 9999.0, 9999.0, 9999.0, 11.75, 20.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0
2018-08-18 00:01:15, 176.5, 51.5, 24.5, 9999.0, 9999.0, 9999.0, 11.75, 20.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0, 9999.0
