2018-03-15 23:26:11, 2.5, 1.2, 4.7, 8.400001
2018-03-15 23:27:05, 2.5, 1.2, 4.7, 8.400001
2018-03-15 23:28:04, 2.5, 1.2, 4.7, 8.400001
2018-03-15 23:29:04, 8.64, 1.2, 4.1, 13.94
2018-03-15 23:30:06, 8.64, 1.2, 4.1, 13.94
2018-03-15 23:31:04, 8.64, 1.2, 4.1, 13.94
2018-03-15 23:32:03, 8.64, 1.2, 4.1, 13.94
2018-03-15 23:33:04, 8.64, 1.2, 4.1, 13.94
2018-03-15 23:34:03, 8.68, 1.3, 4.1, 14.08
2018-03-15 23:35:04, 8.68, 1.3, 4.1, 14.08
2018-03-15 23:36:04, 8.68, 1.3, 4.1, 14.08
2018-03-15 23:37:04, 8.68, 1.3, 4.1, 14.08
2018-03-15 23:38:04, 8.68, 1.3, 4.1, 14.08
2018-03-15 23:39:04, 2.49, 1.3, 4.7, 8.490001
2018-03-15 23:40:04, 2.49, 1.3, 4.7, 8.490001
2018-03-15 23:41:04, 2.49, 1.3, 4.7, 8.490001
2018-03-15 23:42:04, 2.49, 1.3, 4.7, 8.490001
2018-03-15 23:43:04, 2.49, 1.3, 4.7, 8.490001
2018-03-15 23:44:04, 2.44, 1.3, 4.4, 8.14
2018-03-15 23:45:04, 2.44, 1.3, 4.4, 8.14
2018-03-15 23:46:03, 2.44, 1.3, 4.4, 8.14
2018-03-15 23:47:04, 2.44, 1.3, 4.4, 8.14
2018-03-15 23:48:03, 2.44, 1.3, 4.4, 8.14
2018-03-15 23:49:04, 2.52, 1.3, 4.1, 7.92
2018-03-15 23:50:04, 2.52, 1.3, 4.1, 7.92
2018-03-15 23:51:04, 2.52, 1.3, 4.1, 7.92
2018-03-15 23:52:04, 2.52, 1.3, 4.1, 7.92
2018-03-15 23:53:04, 2.52, 1.3, 4.1, 7.92
2018-03-15 23:54:04, 8.69, 1.3, 4.6, 14.59
2018-03-15 23:55:04, 8.69, 1.3, 4.6, 14.59
2018-03-15 23:56:04, 8.69, 1.3, 4.6, 14.59
2018-03-15 23:57:04, 8.69, 1.3, 4.6, 14.59
2018-03-15 23:58:03, 8.69, 1.3, 4.6, 14.59
2018-03-15 23:59:04, 8.74, 1.3, 4.0, 14.04
